review,label
Not as described. The large sphere is 2in not 20 like advertised.,0
Not bright enough. Very disappointed.,0
"I'm glad this pack came with two screens because the first one cracked when all I did was put it on. The second screen I got on. I liked that the corners/ edges are covered which is why I bought this one. However, there is a noticeable lack in response from the touch screen with this cover.",0
Much faster acting and equally stain and debris removing as other brands. This one is cheaper and superior.,1
Great on carpet. Just okay on hard floors. Bad at little bits of paper. I love it for my girls to vacuum the carpet. The handle height is adjustable for them to use and they find it so fun. Praise God!,1
It is worth it for the top! It is really flattering but the highwaisted bottoms just hit at an awkward area for me. I have a little bit of a pooch but it seems to have made it look worse. I'm 5'4 136lbs and 36C.,1
It arrived in good time... But I have had the messager less than a month and it no longer works... Not very impressed with the quality.,0
A little basic and could use more variety but my son loved them!,1
This product is cheaper than most stores in my area and its comfortable and fits perfect. I’ll be ordering a different color soon!,1
"Very large and the moter is loud, it’s not realistic at all. Disappointed",0
My printer would not recognize the cartridges. Could not use at all. The seal brokers on one of the cartridges when I removed it from the printer.,0
Wasn't metallic gold like the picture. Wasn't very durable. Cracked in about 2 months. Outer shell totally fell off midway through the 3rd month.,0
It fits as a true medium,1
"La funda cumple mis espectativas, bien acabado y con las medidas adecuadas, pero el material del cual está hecha parece que puede ensuciarse con facilidad.",1
This powder was not for me. I did not like the protein after taste. I will not order this brand of protein powder due to the taste.,0
"Only had 4 in a pack not 6 and they were impossible to pull apart. Also didn't work well on my narrow, close together knobs of my entertainment center.",0
"Está opinión es para el conjunto, lo compre para la oficina y el respaldo es muy incómodo, lo tuve que cortar y aprovechar solo la base, en este caso si que es cómodo, aunque si fuera un poco más ancho sería mejor. Por tanto 2 estrellas para el conjunto y 4 para el cojín",0
Poor quality stethoscope. I ad to hold the stethoscope in an awkward position to heard heartbeats. I don't have time for extra hands for that.,0
I am very happy with the powerbank. I hope she works for at least three years. The workmanship is good. Greetings hardy,1
It us too hard to get the fruit infuser out of the bottle.,0
"Cumple con su labor de eliminar el error de canbus (Mercedes clk).A veces da error si no se conecta bien la polaridad de la bombilla, hay que desconectarla y cambiar la polaridad.",1
I love these magnetic shape toy. My son and me have been making many things and its very therapeutic for him,1
"Sin duda de las mejores inversiones que he hecho para el trabajo. Necesitaba una mochila grande y espaciosa para poder llevar libros, ordenador, comida y varias cosas más que necesito en el día a día y... esta mochila satisface totalmente estas necesidades. Cabe de todo y aún me sobra espacio. Se puede ensanchar o hacer más estrecha para según tu necesidad. Y si hablamos de la calidad de los materiales... no tengo palabras para definirlo, no creo q se me rompa nunca. Entre q cuido mucho de mis cosas y q está hecho de materiales muy resistentes.... creo q tendré mochila para rato.",1
"I love these socks to wander around the house in. They are too thick to wear inside shoes comfortable (to me) but they are super soft and they keep soft through many washings. My only worry is they tend to bunch up at the top and I find strings I have to cut off after almost every wash. I'm really afraid one day I'll go to put them on and they'll have lost their shape around the top. Until then, though, they are fantastic!",1
Too firm. The first couple of nights were OK but then I started to notice frequent headaches. The design is unique and ambitious but I guess I just need a softer pillow.,0
I have an older series 7 that I bought this to replace. But I might end up just keeping the older one. This one feels cheaper and more like plastic. Works about the same as older models,0
"I have been using this shaver for several months and I do like it. It's light weight and the battery has excellent lift. The only thing a bit disappointed is sometimes it hurts me when I didn't shave for several days, other than that, everything is good!",1
LIttle uncomfortable and didn’t notice a difference and they had fallen out while I was sleeping,0
broke the first time I used it.,0
"no es como la original pero por este precio cumple de sobra, dura bastante tiempo, estoy muy contenta con duracion",1
BINDING FALLS APART: Throw it away!! I cannot imagine why they would bother to produce such a poor quality product for such HARD WORKING professionals!! This book is used every day- almost every hour. It fell apart instantly with use the first week. so sad...,0
I just received the watch and I am very impressed. Too bad the Radio Controlled Timekeeping does not seems to work in my country.,1
Excellent online basic management business guide book. So many things to learn. Very effective tricks & tips for taking the business top on the level.,1
"I'll end up keeping it because it was under twenty on a warehouse deal but I would feel completely ripped off if I paid full price. The head is much smaller than it appears in the pictures and more important, the light is not very bright. It seems more like a desk lamp head on a floor lamp body. The controls are annoying and temperamental. I'm going to end up using it in the garage as an overhead adjustable work lamp, and I suppose it might have made a decent reading light, but otherwise I think people will be disappointed, especially at the current $55 price.",0
"I got this as a gift for my daughter. It's a pretty solid item, not flimsy at all. I'm sure she will like it and it should last for a long time.",1
"I like the color. It suits my wedding Invitation theme. I gave it 4 stars because it's thin. Still workable though, I think the advantage with this kind of envelope is that you can bulk it up with invitations and rsvp's. Compared to a really thick but snuggly fitted envelope",1
These are beautiful glasses. We ordered them specifically to drink gin drinks. They are the perfect size and look really classy. We used them a couple of times and hand washed them each time. The third time I hand washed them and the bowl part of one of them totally shattered in my hand while I was drying it. I was really careful with them but still this happened. Such a shame. Really liked them until that happened. I was going to order more but I'm nervous the same thing will happen again.,0
It's ok. Material quality is great. Seems though that it's not a wide enough material used. My wife is small. 5 foot 3 and about 135 pounds. This barely goes around her. Seems they should add about 3-5 inches of material and it would be perfect. She needs an extra clip on bottom half to avoid any free shows.,0
"Muy buena calidad. Son de silicona bastante resistente y muy flexible. Lo mejor de todo es que se adaptan perfectamente a todo tipo de formas (redondo, cuadrado, rectangular), que era lo que yo más buscaba por el tema de platos y tápers tanto redondos como cuadrados. Los alimentos están muy protegidos y aguantan mucho tapados con ellos. Se limpian con mucha facilidad.",1
Works great for my Lenovo Yoga 700. Thanks!,1
"Bata muy cómoda y agradable. Textura muy suave, y lleva una capucha para los momentos de mucho frío: ideal. Totalmente recomendable.",1
"These headphone are the worst!!! They are Bluetooth sure but they’re endless static!!!!! From the moment I plugged them in no matter what I’m listening to, just loud static over what I’m trying to hear. DO NOT BUY!",0
SON DE PLÁSTICO MUY FINO. NO FUNCIONA MUY BIEN. EN CUANTO COLOCAS UNA CAMISETA DE MÁS GROSOR QUEDA RARO. SE SALEN LAS BANDEJAS.,0
I like the Pine smell because I like the woods and the Pine reminds me of the woods.,1
"They broke after my 3rd use. I don't play hard, at least I don't think so. Even so, my kit is mic'ed. I have no need to play hard.",0
Didn’t pay attention to the size of the toy but i assumes for the price it would be bigger but it’s not it’s very small i could buy a bigger one for 9.99 at Walmart which i will do,0
Esta bien y llego a tiempo,1
Perfectas para patas de 5cm y encajas sin esfuerzo. Amortiguan el ruido de las patas contra suelos cerámicos y ayuda mucho al deslizamiento. Protege las patas y el deterioro de la madera por su uso.,1
No longer connects to wifi and supplier no help,0
Used for personal use. Not a professional.,1
Están muy bien pero de me han roto por detrás de meter el pie. Entrega rápida.,1
"I ordered the solid blue and received a blue with gray cuffs and bottom band. I really don’t like the look. It took forever to arrive and is not worth the hassle to return, so it’s going straight to the giveaway bin.",0
It squeaks.... loud and a lot! From the first time I used it! I’m new to dermarolling and I figured this would be a good one to start with after seeing many blogs and reviews talking about how great it is. Ive used it 3 times and now it’s trashed because I’ve found better quality roller elsewhere.,0
Works like it should,1
I gave this wallet as a gift to my husband. He loves it!! I think it's great quality too.,1
It’s a great idea and felt wonderful but the glove had torn already and I haven’t played more them. Few rounds and daily range practice with it I very disappointed,0
No se adapta bien a la cámara y tuve que limarlo. al soporte de garmin si queda perfecto.,0
Bought this set because i purchased the pots and pans set which are made in Italy. Unboxed this and stamped largely on the bottom is MADE IN CHINA. Also the enamel and ceramic coating looks like it will chip if you blow on it. Overal look of the set is much cheaper looking than the tramontina cook set i purchased. May send it back but this sure explains the low price tag...,0
"Es una funda para cable entre estrecha y más estrecha, Solo caben dos cables gruesos y con bastante dificultad. No recomendable.",0
Wrong item shipped. Ask for connectors and got a box of fuses!!! What a waste of my time waiting for this to arrive.,0
These gift boxes were so cute! Very good quality. My only complaint is that it did not come with directions on how to fold them properly. I eventually figured it out but took me a few tries.,1
Muy fácil de instalar incluso en lugares un poco pequeños y funciona bien.. la única pega que le veo es el ruido.,1
The jasmine smells amazing. The Rose smells cheap. Overall decent quality,1
"Definitely a one time use, material starts to stretch within a hour and just keeps stretching. material is pretty but would only buy for a small event or costume",0
There really nice looking in my cartilage piercing. The only complaint I have about them is the diamonds really hard to screw in with big fingers.,1
"I have bought two of these. The ring/kickstand in the back has broken off of both of them. The first one broke on the inside of the case, i thought maybe I was too rough with it. I ordered a second one and the ring broke off within days.",0
Actually works really great. I also put it on my eye brows and works great there too! ;-),1
"las imágenes son de muy muy baja calidad cualquier móvil las hace mejor, los videos patéticos... aunque para el precio que tiene que le vas a pedir",0
"This is the story of a police night patrol featuring two (partners) officers. It is realistic and interesting -- depicts what officers do most of the time, and this makes it different. The novel is not a thriller nor a mystery, per se, more the routine of a night patrol. There is a human element as the reader sees into the lives and minds of the featured officers. As can be expected, there is much banter and interaction between officers and with those they arrest. This is a standalone novel; however, it is basically an introduction to the series. Reviewed by the author of The Children's Story, About Good and Evil.",1
El artículo no funciona correctamente. El vendedor me ha estado enredando para no devolver el producto. Una basura de producto. No lo vuelvo a comprar en la vida,0
These cards are lovely! Nice quality paper and the gold foil is beautiful! The envelopes are white while the cards are cream/Ivory so my only wish is that the envelopes better matched the card color.,1
"I tend to drop my phone a few times more then I should. I have ordered this item twice and both times it happen to break in the same spot and even though I was annoyed, the case did its job and protected my phone. . So great job.",1
The version I received does not have any illustrations at all. I was mistaken by looking at some of other reviews that had photos of the book showing pictures.,0
No ha cumplido mis expectativas. La recepción de frecuencias es muy pobre.,0
Look else ware. Not really a great quality product.,0
Lo que no me esperaba es q sea tan líquido.,1
"Just wished it was a lil more snug, I got a medium cuz I'm a size 9 1/2",1
It's been a while since I have been in love with a book and this is right up there as a great read,1
"Kind of wish this had a larger hole in it where the phone camera looked through so that both cameras on an iPhone could be used but that’s my fault for not paying attention, other than that I’ve only used this once right when I got it and it did what it is supposed to do! Can’t wait to use it out in the mountains!",1
Recibido en tan solo dos Días. Muy buena luz y autonomía. Contento con la compra lo recomiendo. Tal y como lo publican.,1
Very good and clean. Great deal for the money.,1
"Really pleased with the curtains, and the price is better than any local store! The material is silky and soft without being shiny. There is a white liner on the back helping to block light and heat. I bought 2 sets and they are more than enough to cover 12 feet of windows.",1
I loved the product! It’s natural and it took away all the itchy redness my granddaughter had! Poor thing would wake herself up itching. Now she sleeps well and feel better:),1
"Let me first explain why I chose this model over others. I don't like the vent clips - I do not think prolonged exposure to hot or cold direct forced air is good for the phone. Dash mounts (even the magnetic ones) require putting adhesive on your dash - no thank you. Windshield mounts are hit and miss in my experience, they either work really well and won't come down. others you hit a bump and the damn thing falls off the windshield. So I figured this may be a viable option. Perhaps if I were a foot taller (I am 5'4""). If placed where they suggest it impedes my view of the road. My best bet is in the middle, where it is slightly harder to reach, but at least if I'm using GPS it's easier to view than it is sitting in my cupholder or lap.",0
"He repetido varías veces. Protege, no pringa y huele bien!",1
These are great! Perfect for watering my indoor plants. I may try them on my outdoor ones also as it warms up.,1
"Hay algo que me sorprende que no haya comentado nadie y que considero un fallo muy grave de estas luces. No se apagan al detectar luz artificial. No solo eso, sino que se encienden al detectar la luz. Por ejemplo si entro en mi dormitorio y enciendo la luz del techo, se encienden y mientras me estén detectando no se apagan, con el consiguiente gasto de pilas. Me pasa en las 3 unidades, así que no es una avería.",0
"Debería tener diferente tapa para depósito de café y depósito del agua. Suda mucho con el vapor, tira restos de café a la jarra. Pensaba que esta marca cuidaba mas los detalles. Por este precio no recomiendo",0
"Veo que pone que el producto ha sido entregado, pero NO ES CIERTO, no ha sido entregado!",0
Buen precio en comparación a las tiendas,1
"I gave these as a gift to a friend and she loves them! They are very pretty, well-made, and not too heavy. Good quality jewelry that arrived nicely packaged in the time frame expected. My friend wears them often and gets compliments on them. Glad I found this brand, will definitely buy again!",1
"Terrible. Didn’t hold air from the jump. Waited a few days and it still wouldn’t even hold all the air for more than 10 minutes. And Oh good luck trying to get it back into the Tiny box it comes in if you want to return it ! The box ended up ripping open at the seams, I ended up throwing the whole thing out",0
Worked like a charm! Installed easily and without any problems.,1
Nice heavy T-shirt for the price I paid!!,1
Love the earrings. But the left earring was bent. I am worried that it will break after putting it on after awhile.,0
The delivery was in front of my door but went to the wrong address didn't bring my package.,0
"Este modelo si es resistente e ideal para la universidad, es muy recomendable hasta para llevar el ordenador, me gusta",1
"Have only used it for a couple of days, but so far so good. Has made a difference cooling a 2nd floor bedroom that is at the end of the HVAC duct runs and is always warmer in the summer and colder in the winter than the rest of the house.",1
I really liked these they are really comfortable they did come with a strong chemical smell so please make sure to wash before wearing,1
Used these in my woodshop,1
"I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.",1
"El producto ha sido enviado en el plazo estimado .pero la caja está toda machacada por las esquinas y no ha llegado en una caja de cartón de Amazon .ha llegado sin envoltorio ,con la etiqueta del envío pegada en la caja del juego.",0
Its very bad. It just peeled my skin but did not remove any dark spots.it made my skin very red :(,0
"Una basura de mascara, no concuerda con la imagén!me gastado el dinero para nada..arrepentido estoy de no haber mirado antes los comentarios",0
"Buyer beware....Case is good, but included rosewill power supply is garbage and only lasted a few months ( began smoking then quit working ). While attempting to replace the power supply, discovered that it's not a standard TFX form factor and no other psu will fit in the case. The rosewill psu is difficult to find, so I'll be buying a whole new case that will take a standard size TFX psu.",0
The first one I purchased broke after about a year so I went and order another one. The new one snapped in half while attached it to the hose. I barely tightened the thing at all and I'm not an olympic body builder or something. Very low quality.,0
Aun no he recibido el producto y no puedo valorar mucho sobre este producto pero me parece que tardan demasiado para hacer llegar el pedido eso quita las ganas de seguir comprando!!,0
No funciona correctamente apenas puedo mover el personaje en pubg,0
"There are many features about this water bottle that I love. These water bottles do not leak once the lid is closed properly, they keep cold drinks cold for many hours, and they are durable! Since they are stainless steel, they will dent if dropped, but that is to be expected.",1
"It's a great fit. It makes the purse fuller . Maybe a little bulky ,but I love it",1
"Thin polyester printed exactly as it looks in this pic! Lightweight no China smell, no texture really",1
"Great item for any little girl who loves spiderman. It's short, so it's perfect for any child 2 and up. The mask is flimsy but was mainly purchased for the Cape.",1
"Estupendo tamaño, calidad, tacto y color",1
"Loved this movie!! The purpose discovered for stepping outside of our own comfortable, yet complicated lives, to see the perspective of someone else..and in this movie, it is a homeless man. People are just people lesson that works well for these characters as they pass from the fear of stereotypes to finding the hearts of one another and how perfect the title becomes! Great movie!",1
I tried these with 2 two different pens. The ink does not flow and the cartridge dries out after a few days.,0
"Very thin, see-through material. The front is much longer than the back.",0
Bought this just about 6 months agi and is already broken. Just does not charge the computer and is as good as stone. Would not recommend this and instead buy the original from he Mac store. This product is not worth the price.,0
"Se empañan igual, y cambiar el. Plástico entre las gafas cuesta muchísimo.",0
The scent is way too overpowering.,0
- No se corresponden con las imágenes del envoltorio. No trae los clips de fijación que figuran en las especificaciones.,0
"Perform very well, no rust after 4 weeks. Does not have the 2 threaded holes to aid removal as OEM Rotors did. Fit over center hub has more clearance than OEM so removal should not be an issue years from now. Applied thin coat of never-sieze to mating area.",1
Love this lipstick. Glides on and stays moist for hours. Great purchase,1
"Stop using Amazon Delivery Drivers, they are incompetent and continually damage packages",0
"These worked reasonably well for a while... I actually used them non-stop (except to charge) for 5 days after I got them. This is my first pair of bluetooth earbuds and I was impressed at the battery life. They easily lasted 8+ hours, and charged quickly. After the initial 5 day spurt of use I would only use them intermittently afterwards, and they continued to work fine and held a charge when not in use well as long as they were powered off obviously. The downsides to these... the volume was not all that loud. Sometimes I was using them in louder environments (at a race track, on a plane) and I pretty much had to have my computer or phone at max volume to hear them easily. I was not listening to music most of the time, typically talk radio or shows so this could have contributed to why I had to have the volume maxed the entire time. Along those same lines, the noise isolation is nonexistent. So that really doesn't help matters when the volume does not go that loud. The real problem came when after 4 months of ownership they just stopped working. They will no longer connect to any device for longer than a second or two before they immediately disconnect. I've contacted Optoma for a warranty replacement so we will see how that goes. So far it has been 3 days and I still have not received my RMA slip. GIven the relatively low amount of use these saw I am very disappointed that they failed so early. But the accessories they come with are excellent, I really liked the pouch as I could keep it clipped to the exterior of my travel bag so the headphones were always in easy reach when I needed them. The pouch could use a little mesh pocket inside to keep the charging cable contained, but that is another minor gripe about the whole setup in general.",0
"Calodad pesima , se queda sin rosca al primer intento. No cumple su cometido ni de cerca empeorando la situacion si tienes un tornillo pasado en un lugar delicado.",0
Neck is lower than picture probably because of weight of this stretch knit but launders well.,1
Good idea but doesn't clean because the wheels don't even touch the pads. They just ride up on the rails.,0
"Si lo he recibido de conformidad. Gracias. Pónganse en contacto conmigo, quiero realizar un pedido y no puedo terminarlo totalmente",1
"Primero voy a decir la parte positiva son de aspecto bonitos, llegaron antes de la fecha y buen precio. Pero claro si añadimos que en el producto envían lo que quieren pues ya quita su gracia, una tuerca y otro pendiente que no se sabe ni de dónde sale. Me gustaría tener lo que el producto describe.",0
"Falla mas que una escopeta de feria, ni 15 dias ha durado la función. Está claro que si quieres la función S-view tienes que irte a la original.",0
THIS PRODUCT DID NOT SHOW UP,0
my son loves it best game ever he has fun with it every day he said it was the best game ever made,1
No calienta apenas y no lo recomendaría.,0
The bottom of the jar is cracked and leaked in the plastic.,0
Shorted out after 6 months of use.,0
This tissue paper is so soft and durable.,1
One of the best music documentaries. So much information in short time. Could easily been a series.,1
"works and fits perfect as described, I didn't like the sticky tape they used for wrapping, it won't go off even after washing or scrubbing.",1
"I was surprised by how good it was, given I'd never heard of it before. Very different and very interesting.",1
No se si es buena ya que no me está llegando el día previsto por el cual pague para que llegue más rápido ya que era muy necesaria,0
They work great but you. Can’t plug anything else into the outlet because it takes up the whole thing and covers the lower one. Other than that it’s great. I have three of them in my room and use one remote.,1
Didn’t work. Dog still itches.,0
"The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!",1
Outstanding Overview! I can easily lose weight with great recipes from this book. I don't regret that i bought it. It is the best way to use intermittent fasting for muscle gain. well organized includes in this book. I,1
"Las cabezas se rompen en cuanto necesitas aplicar un poco de fuerza....... Por el precio que se paga no se puede pedir gran cosa, por eso digo que está bien pagar este precio para tener esos mangos, si dispones de otros cabezales como es mi caso, porque estos son horribles.........",0
"When I received this product, I took the tracker out of the package and plugged it in in order to charge it-it never turned on! I did that was suggested, but to no avail!",0
Muy fina y bonita adia de hoy se a hecho negra no parece que sea de plata es una lastima porque es preciosa .,0
"We bought one of these. Returned it, bought another. Stupid mistake. I don’t know if we had bad batteries but we ordered two of these. They last a couple of hours and die. Not worth the money, to put new batteries in every couple hours. Not the headache now of taking the tape off the walls. Ugh.",0
This bolo tie is amazing! The first one I purchased and it goes so well with my style! I would definitely consider purchasing another bolo tie in the future,1
Save your money this is lame and not fun at all. My kids and pimple popping addicted wife do not even like it.,0
Como siempre una delicia su lectura y muy didáctica para los españoles jóvenes.,1
I'm disappointed I thought it would have actual glitter plus it doesn't look true to the pic mine came today and I gotta say I'm pretty disappointed but it will have to do because my daughter's birthday is next week.,0
It was so adorable and me and my friend loved them! This is a great product,1
"The product was stale, hard, and expired in October of 2017. What’s not to hate?",0
"Nice pill container box, but unfortunately the pills won't stay in their compartment. Too much space at the top of the separate compartments.",0
Replaced our garbage disposal as our old one was leaking. It was the same one that we had so it worked out great.,1
11 and 13 are some of my favorite movies. 12 not so much,1
Si es tal y como indica las fotografías de fabricante da buena impresión y llevo un tiempo muy aceptable todo correcto,1
"Took one after eating oatmeal in the morning, drank 20 ounces of water, had a cup of coffee and then the taste kicked in.",0
Working perfectly in my daughter's PC as a replacement for her motherboard battery.,1
Crap! Totally not worth a penny.,0
"Love the look. Sheets arrived, I put them in the wash, and as I was putting the pillowcase on I noticed a large rip. Not sure if it was shipped that way or if they ripped in the wash. Was hoping for better quality.",0
Smaller than expected.. it’s also lightweight too and keeps falling off my baby. Keeping it though cuz it’s still cute.,1
"Me detecto el embarazo 4 días después de la transferencia. Ojalá los hubiera descubierto antes, aún estoy sorprendida por la precisión que tiene, probé uno con agua y ni una sombra de evaporación. 100% efectivo y recomendable sin duda",1
Not sure if it's the product or just a sensitive dog but she got sick 2 times out of 3 after eating just half an ear. Luckily she wasn't majorly sick but I threw them out.,0
Nice intro to taxes which for many are mystifying... definitely allows the reader understand more but without overload. Not as detailed as I’d prefer but a great intro to the topic .. well done,1
"Parecía que quedaban bien los cristales, pero no del todo, así que no me servía del todo para mi., de todas el mejor modelo es este.",1
Easy to install and works great!,1
"Took my kitties for a walk in the park. One jumped out, I never saw him again!!!!!! Why would a pet stroller put unnecessary wholes on the side of it? Epic fail! I gave it away.",0
Have bought much more high quality antlers. This one didn’t last long at all.,0
This is what I have been looking for!,1
"It's amazing,worked right out of the box with a simple installation of Bluetooth connection.A great value for the money. Very easy to use.",1
Item was as described. Shipment was prompt and well-packaged. Good seller.,1
I'm not noticing any benefits to taking this. Might not be what I need.,1
"I have an issue with my right knee - managed to get baker's knee. My physical therapist recommended these sneakers - I will be forever grateful. Very good fit, from the first try. Absolutely no issues, great support. Can walk for miles with no pain in my knees or back. Perfect.",1
"I purchased this body pillow hoping it would help me after surgery. Let me just say, it was/is exactly what I needed! I couldn’t have made a better decision.",1
"Love this, just wished the gallon was offered on Amazon.",1
"Split three of them within four hours of use. They were very comfortable prior to failure. Too bad, they did not last. Junk",0
Love it came so fast!!! Thank you.,1
The sequins on this dress were so sharp. I wore the dress for less than 30 minutes and had the worst scratches on my thighs. It was so uncomfortable and painful. I couldn’t stand it. Thank goodness I brought a secondary outfit for our event.,0
Ordered for my husband. He hated it. Pillow is way too firm.,0
Gave a 1 because zero wasn’t an option. Received cracked. It’s cheap. Don’t buy from them because you can’t return broken items. Rip off,0
Love this thing. I use to see while cleaning my dogs ears out and so many other things.. So glad I have this in my life!! Soooo Bright!!,1
Has a chaulky taste.,0
Hi. The cell phone has an unlock code that I don't know which one it is. Could you send me the number? Thank you,1
I got this bottle for drinking my essential oils. Must use a glass or stainless steel container. There is a small plastic ring in the lid that can not withstand the oils. So now that ring is gone and the lid won’t seal.,0
I’ve always liked these for making decals reusable.,1
"I love these, but #12 and #13 arrived broken. Didn’t realize and now I’m less than 2 weeks til my wedding and will have to spend more money on new ones. If I could receive new ones of those numbers I would be satisfied with that but I don’t see a way to contact the seller, which is disappointing.",0
Kind of a let down...only had one category of 24 puzzles and that was it...boring,0
"Great product as always from SanDisk. Great write speed, quick downloads onto your computer, etc. I'll continue to buy as needed.",1
I have been using this for several years and recently bought several only to find out that they all have perfume in them now.,0
"La batería le dura muy poco , y sintoniza muy pocas emisoras de radio",0
"I was so excited about this dryer and straightener and could not unpackage it fast enough. Took it out, plugged it in and it started smoking and sparking and almost caught my hair on fire. I have never in my life purchased a product that was so dangerous, could have been a lemon but I would never purchase this brand again. Spent a few more dollars on the revlon version and soooo much better and quality is better!!",0
Muy buena funda. Ajusta muy bien al Ipad. Totalmente recomendable. Calidad precio muy bueno.,1
"Not only was the product poorly packaged, it did not work and made a horrible grinding noise when turned on. To make matters worse, I followed ALL return instructions and still have not been issued my refund! Would give zero stars if I could.",0
I got the glitter mermaid cake topper for my daughters birthday next month. The colors are bright and beautiful and there is just the right amount of glitter. It does seem a little high for the materials used but worth it if your child loves mermaids as much as mine.,1
Definitely NOT good for lining up your beard and stash. Doesn’t cut close enough to the skin.,0
It is a great product. It looks awesome with the cigars in it and more importantly it keeps humility great.,1
"It fits decent. It did not seem to fit to great at first but now that it is broken in -- it is good to go. My problem with the case could have been operator error. I think several people said good things, about my plastic wood grain looking laptop case. I'd recommend it. Make sure you order the right size and model. :)",1
very black and good for precision but taking one star away as it takes too much time to apply,1
These all leak from underneath the cap when gently shaken or turned on side. Would not be suitable for carrying in a purse or bag.,0
Work for literally 2 days and then the screen turn black and never turn on again,0
"I am using this product because my sister in law suffers from seizures, an since she is taking the drops the seizures have decreased.",1
Way too small for the price,0
"Loved the case, expect the keyboard cover was brighter than shown in the description picture.",1
Super nice product my large cat can not fit in the side basket or top bed but the cat tree is very nice.,1
Love the way it turned out. Good quality,1
"For approx. $160 you can't go wrong. Only complaint I would have is that I wish there was an extra loop on the rubber wrist band to hold the free end of the band once buckled in place. Other than that, very sharp looking watch. Beefy, great luminescence at night once you've lit it up with a flash light. Masculine look and feel. Plus the solar power (Eco-drive) for it means never replacing a battery. Keeps time perfectly. Have not had to adjust it a single time - no seconds gain/loss month to month.",1
Very elegant. Item was just as described.,1
Ordered this for a Santa present and Christmas Eve noticed it came broken!,0
Most were sour and dry. I ended up throwing most of them out. Don’t know if I just got a bad bag but I’m afraid to try again.,0
My dog scratched right through it on the first use.,0
"Won’t pull dents out, once pressure is applied, the tool just pops off. Glue that does stick to the car is a pain to get off, will even pull off paint. This this is worthless.",0
So many characters brought in so quickly O couldn't keep up. This is book 11 but I haven't read the others.I loved the way they worked together and believed a child's dream.,1
Great price and fast shipping,1
"Doesn't cover much of the screen, even with a case on thus doesn't cover the entire touch screen. Also cracked very easily.",0
No pega. No sirve para colocar en el coche.,0
Did not spread well or blend in. Is totally not water resistant. Ran into my kids eyes when they got wet. Was not impressed. Sorry.,0
Great shoes for doing chores at the barn BUT they could be a little wider. I do find they hurt my baby toes but I have plenty of room in the length. I bought the next bigger size hoping they wouldn't hurt my feet.,1
Pretty good for cheap hydrometers. One was way off but I suppose that's not too bad.,1
Todo perfecto y rápido,1
Its already out poor quality,0
I bought this labeler because a different brand that I had would not print labels that stuck to cables very well. This one seems to stick a little bit better but it wastes a lot of label material as others have pointed out. You can set the length of the label but it always prints out much much more than needed so you have to have scissors ready every time to cut off excess.,0
"So pretty...but the first time I unplugged it, the glass top came off of the base. There’s a plastic ring attached to the bottom of the glass part. It has notches - supposedly to allow you to twist it onto the nightlight base. You’d need to be able to do that in order to replace the bulb. I’ll try gorilla glue or something to see if the ring can be securely affixed to the glass. Surprisingly poor design for something so beautiful.",0
lo he guardado y ahora que he intentado usarlo no funciona pita continuamente y ni lo he estrenado un fraude y no se como devolverlo,0
"Its a bit larger than I was expecting. My cat cannot figure it out and is starving himself instead of taking the time to dig into every crevice of the maze to get his food! And this cat of mine is obsessed with eating, so the fact that he wont take the time to figure out how to eat out of this is quite shocking. Is my cat just that dumb? Or Lazy? Or spoiled?",0
Bonita edición y encuadernación.,1
This product is convenient to use and looks very beautiful. The special humanization of the design saved me a lot of time.,1
I purchased this item in order to cut back on the usage of plastic bottles. Perhaps not the best water filter on the market but I think it does a great job and I see no major difference between bottled water and water from this product.,1
While the nail polish was cute it just didn’t stay on my daughters nails and wasn’t very dark in color. It was like paining a clear coat with glitter.,0
The product was packaged poorly (thrown in a plastic bag-not boxed). Many pieces were broken.,0
"Llegó muy rápido. Estanca perfectamente, no sale ni una gota. Hubiese estado bien un poco más grande para mayor capacidad de líquido. La rejilla no hace muy muy bien su cometido por eso le doy 4 estrellas. El depósito es ideal para transportar los polvos.",1
will use them on hard seat church pews,1
I got my package today and it was used it came with dog hair all over it! I am really mad because my house is allergic to dogs!,0
Pros: Bags are very full! Seems like they are made to last Has built in buckle to latch both bags together Con: rear bag doesnt hold the butt of the gun upright enough because its a shallow V shape instead of deep U Front bag is so wide doesnt help hold gun up just helps it be level All in all cant complain cuz i dont see any better alternatives at this pricepoint,1
"No sé si a mi me llegó defectuoso, pero en la mía se sale el agua. No me ha servido",0
"buena navaja ,auque no viene tallada me gusta.",1
"Worked great for about a week, now won't work at all.",0
Works great as long as you don’t sweat too much and aren’t in any humidity. The advice about the plastic wrap on your wrist really worked though! Product fit snug and lined up good with my watch.,1
"Muy mala calidad y tacto de los materiales, lo regrese de inmediato",0
